University,Department,Overall_Pay,LW_Ratio,Academic_Year,Program_Year,12_M_Gross_Pay,9_M_Gross_Pay,3_M_Gross_Pay,Fees
Binghamton University - SUNY,Chemistry,29000,1.4,2024-2025,1st,29000,,,
Binghamton University - SUNY,Matematicas,,0,2022-2023,1st,10000000,,,10000000
Binghamton University - SUNY,Mechanical engineering,24000,1.16,2022-2023,1st,24000,,,
Binghamton University - SUNY,Anthropology,19470,0.94,2023-2024,1st,19470,,,
Binghamton University - SUNY,System Science and Industrial Engineering,22770,1.1,2022-2023,,23000,,,230
Binghamton University - SUNY,Psychology ,24000,1.16,2022-2023,6th and up,,24000,,
Binghamton University - SUNY,Mechanical engineering,23000,1.11,2023-2024,1st,,23000,,
Binghamton University - SUNY,Biology,26800,1.3,2020-2021,1st,,28000,,1200
Binghamton University - SUNY,Chemistry,26000,1.26,2022-2023,1st,26000,,,
Binghamton University - SUNY,History,20766,1,2021-2022,1st,21000,,,234
Binghamton University - SUNY,History,14755,0.71,2020-2021,1st,,17000,,2245
Binghamton University - SUNY,History,14755,0.71,2020-2021,1st,,17000,,2245
Binghamton University - SUNY,Behavioral Neuroscience,20800,1.01,2020-2021,1st,,23000,,2200
Binghamton University - SUNY,Psychology,18800,0.91,2018-2019,4th,,20000,,1200
Binghamton University - SUNY,Psychology,1750,0.08,2018-2019,4th,,2050,,300
Binghamton University - SUNY,Geography,13000,0.63,2018-2019,2nd,,10000,3000,
Binghamton University - SUNY,Political Science,20200,0.98,2018-2019,5th,,17500,4000,1300
Binghamton University - SUNY,Chemistry,27000,1.31,2017-2018,1st,,23000,4000,
Binghamton University - SUNY,Anthropology,20000,0.97,2017-2018,1st,21000,,,1000
Binghamton University - SUNY,Political Science,20000,0.97,2016-2017,1st,20000,,,
Binghamton University - SUNY,English,21000,1.02,2017-2018,,,17000,4000,
Binghamton University - SUNY,Political Science,22200,1.07,2016-2017,1st,22200,,,
Binghamton University - SUNY,ENGLISH,17000,0.82,2016-2017,,17000,,,
Birkbeck University of London,Biological sciences,20000,,2014-2015,4th,20000,,,
Boise State University (BSU),History M.A.,12000,0.61,2023-2024,1st,12000,,,
Boise State University (BSU),Geosciences,28000,1.43,2018-2019,3rd,28000,,,
Boise State University (BSU),Materials Science And Engineering ,27000,1.37,2019-2020,1st,27000,,,
Boise State University (BSU),Sociology,18000,0.92,2018-2019,1st,18000,,,
Boise State University (BSU),Ecology Evolution & Behavior,25000,1.27,2017-2018,1st,25000,,,
Boise State University (BSU),Mathematics,16000,0.81,2016-2017,2nd,,16000,,
Boise State University (BSU),Biology,17000,0.87,2015-2016,2nd,17000,,,
Boston College,Management,35875,,2022-2023,1st,35875,,,
Boston College (BC),Physics,33000,1.18,2023-2024,,33000,,,
Boston College (BC),Psychology and Neuroscience,39000,1.4,2024-2025,,,30000,9000,
Boston College (BC),Psychology and Neuroscience,39000,1.4,2024-2025,,,30000,9000,
Boston College (BC),Finance,38000,1.36,2024-2025,1st,38000,,,
Boston College (BC),English,30000,1.07,2023-2024,1st,,30000,,
Boston College (BC),Political Science,29910,1.07,2023-2024,3rd,,30000,,90
Boston College (BC),Physics,34000,1.22,2023-2024,1st,34000,,,
Boston College (BC),Ph.D. in MESA ,30556,1.09,2022-2023,2nd,,23000,7668,112
Boston College (BC),Psychology,31000,1.11,2022-2023,,31000,,,
Boston College (BC),ECONOMICS,30000,1.07,2023-2024,1st,30000,,,
Boston College (BC),Sociology,34384,1.23,2023-2024,1st,,28500,6000,116
Boston College (BC),Economics,28150,1.01,2022-2023,3rd,28200,,,50
Boston College (BC),Physics ,34000,1.22,2022-2023,2nd,34000,,,
Boston College (BC),Psychology,28000,1,2020-2021,3rd,28000,,,
Boston College (BC),Lynch School of Education,21850,0.78,2022-2023,2nd,22000,,,150
Boston College (BC),Management,35875,1.28,2021-2022,1st,35875,,,
Boston College (BC),social work,24950,0.89,2021-2022,4th,,25000,,50
Boston College (BC),Theology,25426,0.91,2021-2022,3rd,,25500,,74
Boston College (BC),Mathematics,38000,1.36,2021-2022,1st,38000,,,
Boston College (BC),Mathematics,28500,1.02,2021-2022,1st,,28500,,
Boston College (BC),Political Science,25426,0.91,2021-2022,,,25500,,74
Boston College (BC),Earth and environmental sciences,33950,1.22,2020-2021,1st,34000,,,50
Boston College (BC),Curriculum and Instruction,22000,0.79,2021-2022,3rd,,22000,,
Boston College (BC),Sociology,31500,1.13,2021-2022,2nd,,25500,6000,
Boston College (BC),Physics,32000,1.15,2021-2022,1st,32000,,,
Boston College (BC),Social work ,24820,0.89,2020-2021,4th,,25000,,180
Boston College (BC),Earth and Environmental Sciences,34800,1.25,2021-2022,1st,,26100,8700,
Boston College (BC),Finance ,35875,1.28,2021-2022,1st,,35875,,
Boston College (BC),Economics,27000,0.97,2021-2022,1st,27000,,,
Boston College (BC),Graduate School of Education ,22000,0.79,2021-2022,1st,,22000,,
Boston College (BC),Physics ,32000,1.15,2020-2021,,32000,,,
Boston College (BC),english ,24000,0.86,2021-2022,1st,,24000,,
Boston College (BC),Chemistry,34500,1.24,2020-2021,1st,34500,,,
Boston College (BC),Sociology,23000,0.82,2019-2020,1st,,23000,,
Boston College (BC),Social Work ,20000,0.72,2018-2019,3rd,,20000,,
Boston College (BC),Philosophy,21750,0.78,2016-2017,4th,,22000,,250
Boston College (BC),psychology,31600,1.13,2019-2020,1st,,25600,6000,
Boston College (BC),Education,21000,0.75,2018-2019,1st,,21000,,
Boston College (BC),Biology,34500,1.24,2019-2020,1st,34500,,,
Boston College (BC),social work,20000,0.72,2018-2019,1st,,20000,,
Boston College (BC),chemistry,31000,1.11,2016-2017,1st,31000,,,
Boston College (BC),History,27000,0.97,2017-2018,1st,27000,,,
Boston College (BC),Education,18500,0.66,2017-2018,1st,,18500,,
Boston College (BC),social work,20000,0.72,2017-2018,1st,,20000,,
Boston College (BC),Management,36000,1.29,2017-2018,2nd,,36000,,
Boston College (BC),Psychology,28300,1.01,2016-2017,5th,,22500,6000,200
Boston College (BC),Education,18000,0.64,2016-2017,1st,,18000,,
Boston College (BC),Media,3988,0.14,2016-2017,1st,12,,,4000
Boston College (BC),Bible,21900,0.78,2016-2017,1st,,21900,,
Boston College (BC),Physics,29940,1.17,2014-2015,4th,30000,,,60
Boston College (BC),History,20000,0.78,2014-2015,1st,,20000,,
Boston College (BC),English,19940,0.78,2014-2015,3rd,,20000,,60
Boston College (BC),Chemistry,3636,0.14,2014-2015,4th,,2351,1310,25
Boston University (BU),Questrom School of Business,45000,1.57,2024-2025,1st,45000,,,
Boston University (BU),Linguistics,28000,0.98,2022-2023,4th,,25500,2500,
Boston University (BU),Business Administration,40000,1.4,2024-2025,,25000,,,65000
Boston University (BU),Political Science,25885,0.9,2022-2023,,25885,,,
Boston University (BU),History of Art and Architecture,20000,0.7,2024-2025,1st,20000,,,
Boston University (BU),counselling,41000,1.43,2024-2025,1st,41000,,,
Boston University (BU),Electrical and Computer Engineering,40500,1.41,2023-2024,1st,40500,,,
Boston University (BU),Physics,41000,1.43,2024-2025,1st,41000,,,
Boston University (BU),History,32318,1.13,2023-2024,2nd,,27318,5000,
Boston University (BU),Music,,0,2024-2025,,2000,,,2000
Boston University (BU),Astronomy,38193,1.33,2022-2023,2nd,38193,,,
Boston University (BU),Speech Language & Hearing Sciences,42078,1.47,2022-2023,3rd,42078,,,
Boston University (BU),chemistry,37753,1.32,2023-2024,1st,38253,,,500
Boston University (BU),College of Engineering,39780,1.39,2023-2024,1st,39780,,,
Boston University (BU),Brain Behavior and Cognition,40000,1.4,2022-2023,1st,40000,,,
Boston University (BU),religion,30500,,2023-2024,1st,30500,,,
Boston University (BU),School of theology ,25502,0.89,2022-2023,1st,,25502,,
Boston University (BU),Biomedical Engineering,39780,1.39,2023-2024,1st,39780,,,
Boston University (BU),Material Science and Engineering,26520,0.93,2022-2023,1st,26520,,,
Boston University (BU),Materials Science and Engineering,40165,1.4,2022-2023,3rd,40165,,,
Boston University (BU),Health Services Research,38203,1.33,2022-2023,1st,38203,,,
Boston University (BU),HRS,36832,1.29,2022-2023,,36832,,,
Boston University (BU),School of Music,25000,0.87,2022-2023,2nd,,25000,,
Boston University (BU),Philosophy,31000,1.08,2022-2023,2nd,,26000,5000,
Boston University (BU),School of Theology,24600,0.86,2021-2022,1st,,24600,,
Boston University (BU),Graduate Medical Sciences,36000,1.26,2020-2021,3rd,36000,,,
Boston University (BU),Statistics,37000,1.29,2020-2021,,,37000,,
Boston University (BU),Statistics,37000,1.29,2020-2021,,,37000,,
Boston University (BU),Computer Science,37500,1.31,2022-2023,4th,37500,,,
Boston University (BU),Psychological and Brain Sciences (BBC),37000,1.29,2020-2021,2nd,37000,,,
Boston University (BU),Biology,36782,1.28,2020-2021,1st,36782,,,
Boston University (BU),Statistics,37702,1.32,2022-2023,1st,37702,,,
Boston University (BU),Graduate Program for Neuroscience ,36782,1.28,2021-2022,4th,36782,,,
Boston University (BU),Psychological and Brain Sciences,20000,0.7,2017-2018,1st,,20000,,
Boston University (BU),Electrical,37000,1.29,2022-2023,1st,37000,,,
Boston University (BU),Philosophy (PhD),30132,1.05,2022-2023,1st,,25132,5000,
Boston University (BU),Mathematics and Statistics ,34500,1.2,2020-2021,5th,34500,,,
Boston University (BU),Bioinformatics ,35885,1.25,2020-2021,1st,35885,,,
Boston University (BU),Graduate Program for Neuroscience ,34000,1.19,2020-2021,,34000,,,
Boston University (BU),Pharmacology,36000,1.26,2021-2022,,36000,,,
Boston University (BU),Materials Science and Engineering ,36000,1.26,2020-2021,1st,36000,,,
Boston University (BU),Doctor of Physical Therapy,5000,0.17,2022-2023,1st,5000,,,
Boston University (BU),political science,23000,0.8,2020-2021,6th and up,,23000,,
Boston University (BU),Biology,35000,1.22,2020-2021,2nd,35000,,,
Boston University (BU),Economics,31340,1.09,2020-2021,3rd,31340,,,
Boston University (BU),Physics PhD,36781,1.28,2020-2021,1st,36781,,,
Boston University (BU),Molecular & Translational Medicine,36000,1.26,2020-2021,4th,36000,,,
Boston University (BU),Rehabilitation Sciences,36000,1.26,2020-2021,1st,36000,,,
Boston University (BU),Rehabilitation Sciences,36000,1.26,2020-2021,5th,36000,,,
Boston University (BU),Systems Engineering,36782,1.28,2021-2022,1st,36782,,,
Boston University (BU),Speech Language & Hearing Sciences,35880,1.25,2020-2021,2nd,35880,,,
Boston University (BU),Linguistics,28000,0.98,2020-2021,1st,,23000,5000,
Boston University (BU),Biomedical Engineering ,36782,1.28,2020-2021,1st,36782,,,
Boston University (BU),Business Administration,36782,1.28,2021-2022,1st,36782,,,
Boston University (BU),PIBS,36782,1.28,2021-2022,1st,36782,,,
Boston University (BU),Epidemiology,36000,1.26,2020-2021,,36000,,,
Boston University (BU),Anthropology,29521,1.03,2021-2022,1st,29521,,,
Boston University (BU),,24521,0.86,2020-2021,1st,,24521,,
Boston University (BU),,29521,1.03,2020-2021,1st,,24521,5000,
Boston University (BU),Philosophy,29521,1.03,2021-2022,1st,29521,,,
Boston University (BU),Philosophy ,29521,1.03,2021-2022,1st,29521,,,
Boston University (BU),Religion,29500,1.03,2021-2022,1st,,23600,5900,
Boston University (BU),Bioinformatics,39474,1.38,2020-2021,4th,39474,,,
Boston University (BU),Mathematics,36782,1.28,2020-2021,1st,36782,,,
Boston University (BU),Biomedical Engineering,36782,1.28,2021-2022,1st,36782,,,
Boston University (BU),Chemistry ,35000,1.22,2020-2021,,35000,,,
Boston University (BU),MCBB,335000,11.7,2020-2021,1st,335000,,,
Boston University (BU),chemistry,36000,1.26,2020-2021,1st,36000,,,
Boston University (BU),English,29500,1.03,2020-2021,6th and up,,24500,5000,
Boston University (BU),linguistics,4800,0.17,2019-2020,1st,,100,100,5000
Boston University (BU),Psychology,33000,1.15,2018-2019,3rd,33000,,,
Boston University (BU),Management,30100,1.14,2013-2014,2nd,,27000,3600,500
Boston University (BU),Management,34000,1.29,2012-2013,1st,,27000,7500,500
Boston University (BU),Graduate Program for Neuroscience,35000,1.22,2019-2020,3rd,35000,,,
Boston University (BU),Anthropology/Archaeology ,23340,0.81,2019-2020,2nd,,23340,,
Boston University (BU),Bioinformatics,33000,1.15,2018-2019,5th,33000,,,
Boston University (BU),Earth and Environment ,33250,1.16,2019-2020,3rd,33250,,,
Boston University (BU),Religion,22650,0.79,2018-2019,2nd,,22650,,
Boston University (BU),Psychology (Brain Behavior and Cognition),35010,1.22,2019-2020,1st,35010,,,
Boston University (BU),Earth and Environment,33000,1.15,2018-2019,2nd,33000,,,
Boston University (BU),Neuroscience ,34000,1.19,2019-2020,1st,34000,,,
Boston University (BU),Anthropology ,25500,0.89,2018-2019,1st,,22500,3000,
Boston University (BU),Counseling Psychology and Applied Human Development ,23340,0.81,2019-2020,1st,,23340,,
Boston University (BU),English,25000,0.87,2018-2019,4th,25000,,,
Boston University (BU),Materials Science Engineering,34000,1.19,2018-2019,1st,34000,,,
Boston University (BU),Division of Materials Science and Engineering,34528,1.21,2018-2019,4th,34931,,,403
Boston University (BU),Division of Materials Science and Engineering,34528,1.21,2018-2019,4th,34931,,,403
Boston University (BU),Electrical Engineering,35904,1.25,2018-2019,4th,35904,,,
Boston University (BU),Graduate Program for Neuroscience,35000,1.22,2019-2020,1st,35000,,,
Boston University (BU),,23340,0.81,2019-2020,5th,23340,,,
Boston University (BU),School of theology ,31000,1.08,2018-2019,6th and up,35000,,,4000
Boston University (BU),Romance Studies,23000,0.8,2019-2020,1st,,23000,,
Boston University (BU),Physics,33000,1.15,2018-2019,6th and up,33000,,,
Boston University (BU),Earth and Environment,33100,1.16,2018-2019,3rd,33100,,,
Boston University (BU),Philosophy,22500,0.79,2018-2019,1st,,22500,,
Boston University (BU),Anthropology,21000,0.73,2018-2019,1st,21000,,,
Boston University (BU),Physics,33990,1.19,2018-2019,1st,33990,,,
Boston University (BU),Electrical and Computer Engineering,34650,1.21,2018-2019,3rd,34650,,,
Boston University (BU),Electrical and Computer Engineering Department,25833,0.9,2017-2018,1st,33990,,,8157
Boston University (BU),Theology,22412,0.78,2016-2017,,,22660,,248
Boston University (BU),Bioengineering ,33000,1.15,2017-2018,1st,33000,,,
Boston University (BU),Biology ,30000,1.05,2016-2017,1st,30000,,,
Boston University (BU),Earth & Environment,30750,1.07,2016-2017,4th,30750,,,
Boston University (BU),Earth and environment,32000,1.12,2017-2018,1st,32000,,,
Boston University (BU),Anthropology,22660,,2017-2018,1st,,22660,,
Boston University (BU),Program in Biomedical Sciences (PiBS),34000,1.19,2016-2017,,34000,,,
Boston University (BU),Pharmacology & Expeirmental Therapeutics,32500,1.13,2017-2018,2nd,32500,,,
Boston University (BU),Spanish,20000,0.7,2016-2017,1st,,20000,,
Boston University (BU),Spanish,20000,0.7,2016-2017,1st,,20000,,
Boston University (BU),Spanish,20000,0.7,2016-2017,1st,,20000,,
Boston University (BU),American and New England Studies,22000,0.77,2017-2018,1st,,22000,,
Boston University (BU),Earth Sciences,32250,1.13,2016-2017,1st,32250,,,
Boston University (BU),,32250,1.13,2016-2017,1st,32250,,,
Boston University (BU),,32250,1.13,2016-2017,,32250,,,
Boston University (BU),Bme,32500,1.13,2016-2017,1st,32500,,,
Boston University (BU),New England and American Studies Program,20500,0.72,2016-2017,,,20500,,
Boston University (BU),Bioinformatics,32250,1.13,2016-2017,,32250,,,
Boston University (BU),Pharmacology,32500,1.13,2016-2017,1st,32500,,,
Boston University (BU),Biology ,31000,1.08,2016-2017,6th and up,31000,,,
Boston University (BU),Biochemistry,32500,1.23,2014-2015,4th,32500,,,
Boston University (BU),Theology,19352,0.68,2016-2017,1st,,21000,,1648
Boston University (BU),Electrical and Computer Engineering,31980,1.12,2016-2017,1st,32000,,,20
Boston University (BU),Earth Sciences,31380,1.1,2016-2017,1st,31500,,,120
Boston University (BU),economics,21500,0.75,2016-2017,1st,,21500,,
Boston University (BU),Ecology Evolutionary Biology and Behavior,26875,0.94,2016-2017,1st,26875,,,
Boston University (BU),History,20150,0.7,2015-2016,1st,,20500,,350
Boston University (BU),Sociology,21000,0.73,2016-2017,1st,,21000,,
Boston University (BU),Religion,21000,0.73,2016-2017,5th,,21000,,
Boston University (BU),Sociology,21500,,2016-2017,2nd,,21500,,
Boston University (BU),GMS PiBS,31000,1.08,2016-2017,2nd,31000,,,
Boston University (BU),Mechanical Engineering,33000,1.15,2015-2016,4th,33000,,,
Boston University (BU),Neuroscience,31000,1.08,2015-2016,1st,31000,,,
